artist_id,nb_fan,nb_album
268434,414,9
1454830,2404,2
293114,51,5
2676681,3329,6
458120,63,6
9881572,27,0
9881576,1,0
898748,22381,3
89063,7751,11
95560,11914,9
6722,122046,13
1891341,8512,8
765819,5506,9
5227137,28409,46
555166,6628,12
4138997,18,3
5435247,793,6
90628,1186,52
5054807,1969,3
453413,13272,6
3782041,266,4
5643944,51,1
4327342,2519,10
652328,15,2
5750286,30,2
296993,507,7
1218841,29156,3
1322941,6214,2
1265153,2248,8
174233,2309,3
5376040,60,2
4757893,51,13
2281221,1229,8
1434144,385,16
5855791,21,0
5121057,331,3
4851865,3701,3
407,271985,25
8717,719,5
8705,2169,21
1399016,4482,4
5957750,20,0
2191501,9,4
4485,51606,21
1629368,15992,53
338317,380,50
1598443,312,9
110714,167428,21
9610,2236,3
4278295,376034,10
4427082,1829,4
412332,39498,11
4176929,8,9
6601220,2,1
64413,574,278
84391,577,13
1449461,56,3
6745667,16,0
357962,27,2
4660456,62,4
1703202,87,2
4660460,153,0
2756,12510,16
88153,25,2
6892795,7,0
6892799,7,0
6892791,17,0
6892803,0,0
3751531,5510,2
6892807,38470,0
15973,1079,28
11150,555,0
6322752,89,3
6923901,177,4
555208,39091,10
367209,2936,7
7038859,672,1
7038861,1,0
5169985,1,0
1078165,2,3
15846,56603,40
200188,471,0
7078111,155,3
339209,941479,15
16032,12754,59
5009202,1197,14
2252031,29,12
7263298,1,1
66236,12995,16
127257,2729,19
7396688,48,0
1155296,32448,6
7421264,191,2
398427,4643,16
60858,2259,18
1270221,8004,5
7364630,4773,7
4803525,2089,10
1381157,5880,4
1244700,189,0
244978,176,0
267467,30,0
4476160,5303,8
7660980,347,1
58476,885,7
5400808,56,0
3272,39477,10
4037837,11,4
6292042,1942,8
7190,47756,25
411592,48,3
4196,5608,5
277809,7647,24
893011,10325,5
7946408,27,1
6273,4760,11
7958488,4,0
1622571,4172,8
10076,536,108
8039009,6518,7
4001391,23875,8
8085,4721,24
75055,67639,12
319434,43,1
647403,2161,14
666009,67,11
62490,1559,13
4844467,567,11
108266,2147,5
2842,158,10
1225039,564,10
8614274,79,18
13114,118089,12
2036,2109,10
8647870,372,3
2930951,42,3
877302,485,1
533311,5012,2
4223298,123,0
308858,35,10
8698798,23,0
17154,3121,9
4419878,427,9
2420,25851,35
8403550,1135,4
8931958,45,2
1195276,224,1
1416,8139,27
8982752,167,0
55587,191,1
9594,3843,15
5853923,3396,0
8984598,7396,5
4216537,4309,3
9081966,0,0
377730,22,15
827442,235,10
4099221,699,5
333,169284,35
6461577,9912,12
67309,6136,19
133150,11180,8
1221515,238,2
313327,2075,21
323780,729,19
427050,19019,10
1908861,2523,4
5005495,444,0
9309690,36,0
9309684,15,0
5005475,3977,3
9309682,17,0
9309678,24,0
9309686,35,0
9309680,19,0
365964,18,2
101809,16753,31
4072731,176,10
210960,28916,40
398304,694,6
2546901,3,0
146091,12587,19
3486,9302,37
1618053,2877,11
77163,726,2
5824050,1272,3
1546072,11791,14
503007,446,15
4543,5835,18
358700,348,2
1696849,91,7
5480408,1494,9
4042947,660,2
7543038,2022,6
9879310,6,9
367291,635,3
5880172,174731,57
3441,1172,11
633768,2566,9
9198040,170,4
995382,3064,26
190005,222,20
6565087,360,8
4695822,17,1
61792,1301,14
74463,13711,9
9713,65,8
10062472,179,2
7032991,2293,4
5415656,35676,13
66114,7126,11
1344893,15163,11
7652152,26,3
156577,21656,16
144906,1867,3
3766861,18949,7
1239226,2332,5
9066778,8,4
1411801,15282,5
152486,328,4
7850514,612,11
1249754,2748,20
567229,18779,13
9621498,540,1
5121,4867,18
1000442,4027,8
902154,1611,31
151699,684,15
1461005,2150,19
9348156,510,5
7869662,39,51
10510475,54,1
5417614,34366,4
6954325,41,8
1412711,40428,16
9770352,54,3
9786094,20,3
10580327,1,0
6155102,5688,4
9884278,533,3
10697603,32,0
319572,12075,10
347378,631,13
115834,3419,20
7249430,754,10
62996,37538,51
5886866,2265,7
7103439,31404,21
4491986,447,2
5415871,601,16
2899,42157,457
110795,3913,17
1346855,8669,8
10674409,50,3
4931909,57,6
1133522,66,11
4723,2561,7
11248202,33,1
1947,13047,17
10880,34662,163
5187503,103,81
10530213,638,6
4864092,144,7
9272,2119,39
3871,11595,27
55541,3596,3
55816,5059,6
56023,45,7
84323,27,2
56679,1502,21
86996,292,0
8429,2594,20
10134,4697,12
80063,253,0
10691,11769,26
680,540,0
4055,1636,20
199982,1344,0
74412,718,0
205542,34,0
205546,183,0
205544,61,0
6716,5041,15
65761,283556,50
65198,307,15
112328,5873,15
4014,12414,23
3791,2626,9
68351,5594,50
75222,22576,16
4472,14502,14
79754,757,5
14009,5199,1
12554,43,2
97715,1375,19
102388,90,8
8397,18251,17
95753,192,10
101140,29,2
15375,42310,9
84,137035,26
134607,146,1
198149,203,13
15721,1247,5
289,8489,10
146961,11083,3
10852,7516,7
115179,27206,26
84863,29,2
145330,33,2
5017,549,2
211238,1089,4
211302,3110,8
353256,929,4
274568,25,8
91195,1056,21
2844,4418,1
5530,125290,6
4356,12060,11
156,79709,47
1482121,9,0
244218,407,11
16745,92442,23
394703,23362,29
3240,37525,15
70889,7132,12
55777,3183,7
268708,460,0
173048,568,6
98290,216,6
194537,1558,16
310090,5463,61
17209,3918,4
93966,589,40
906,15574,16
77685,6952,3
5335,10444,330
73420,1823,9
75972,1449,9
142949,31,15
265531,91,0
69211,1361,2
6824,1741,14
499137,88,0
207322,2417,6
80873,2073,9
16443,191,18
534337,778,18
171019,5848,10
6649,3677,13
553502,38,2
167370,15,0
1508325,59,1
195878,240,0
509064,1324,7
883262,4,1
240933,8700,24
13657,55351,1
7791,369,15
58597,4237,210
550801,45,4
453907,576,1
98428,93,1
1048886,33,0
884886,8224,14
788735,2359,3
1062828,94,2
1068442,6,12
1125097,5,1
1131943,89,1
1137575,275,4
1137860,968,1
1179511,592,1
3566,577547,13
1196460,9,2
147152,890,71
250283,4865,25
652243,216,0
186011,27385,18
116244,106,10
61656,20755,58
7740,1676,10
1191178,26,7
1269623,1172,7
66266,4951,7
1349700,157,1
1242127,58,0
1146631,283,16
1242123,42,0
1351316,23,0
1242125,42,0
1241123,586,5
1242124,234,0
92795,978,17
11595,650,5
1217205,80,5
397828,260,71
1272151,270,17
118985,6933,21
1362603,765,1
76356,7795,19
703,444000,18
274265,246,0
1403922,10,1
273385,5018,10
1424385,240,3
16591,1013,27
124706,57,13
314892,12984,1
15780,1288,4
71720,737,9
173342,4293,15
1687,669,14
605498,47,3
8734,45869,8
58729,4307,9
1117645,2076,24
1604365,5,1
1579083,122,4
1012254,888,4
1354417,425,7
16332,960,161
348648,1353,2
509312,1270,0
64884,5244,21
1669714,588,3
1681171,36,2
84998,7978,35
1834021,211,4
890721,2847,9
2303,17599,14
2349691,0,0
456847,27,2
2550341,111,3
193331,1011110,26
64736,142,10
1424554,1880,1
2669071,0,0
2868121,1,1
351244,364,4
3038661,48,5
3085631,75,0
4511,43437,25
7763,2748,9
1745721,7,1
63380,9832,69
3731171,24,1
252991,856,421
3840921,123,2
3842591,33,1
652028,12279,3
88374,3676,5
90772,886,2
4040866,318,0
407188,1782281,8
71896,1721,21
11574,276,1
325451,14469,8
358517,6,9
8300,2675,60
401911,9431,12
355,2197,15
4320621,10,0
192422,334,3
4326523,3,0
436687,673,7
1365594,4,0
4399833,37,4
486308,6631,12
4424782,64,2
5808,411,5
13509,7412,2
4462634,6,0
4463526,9,0
101374,61,2
60150,171,2
7373,3455,15
4538435,1866,6
4553757,1494,1
274452,15408,6
4565352,8,0
534678,809,21
7953,9911,7
9062,850,7
131935,95608,16
627,14949,15
810381,4852,5
112259,94671,9
1352068,5392,7
179037,1801,13
3700881,141,20
4382547,410,0
4757857,464,1
1539994,5589,21
4845054,53,0
4845050,958,0
12422,3454,98
4426823,0,0
160708,276,6
4892362,7,1
1052126,16,5
4981311,12,0
7356,17700,15
4321678,1867,2
1201132,2237,98
1633881,1340,16
341632,1751,5
4967908,108,2
5135593,927,1
823701,145,7
5172733,12,0
5174738,509,2
1827601,1015,8
355067,1561,14
97013,42947,110
893222,1004949,7
3563071,1532,2
1904751,526,18
194399,525,7
70067,110470,18
256309,61,11
3925541,2163,9
1545132,431,10
56297,476,7
1411806,53,0
1005814,1333,6
1529947,426,214
268030,5187,27
101692,905,9
1041613,436,48
470723,2536,9
5355861,3,4
5433580,89,1
4495494,4670,1
380179,4814,10
393353,1453,10
298717,6,9
902349,822,13
5217740,205,12
478679,3272,3
5139536,7972,5
72566,25502,13
5593095,254,5
4890,50819,3
2879021,2090,7
1078825,560,18
5118,33623,275
5081985,1,1
1309685,284,5
4354452,645,4
337283,4459,6
5845980,270,2
1417,247577,25
927,2999547,32
5864719,996,6
258518,57,5
4191838,1695,4
4420837,50,3
5710596,74,1
5879914,52,1
4901461,1989,7
1415857,1179,3
93382,665,52
5916731,353,0
3508,25765,37
5258443,853,1
6556993,54689,1
4646367,66,6
1992781,430,1
1668198,85,3
10233,8611,7
143715,1381,55
183920,775,9
439365,785,18
3974681,4,4
545150,526,1
183499,444,7
5565497,69,1
58153,1834,5
6769283,31,2
394679,1071,6
1266530,720,6
6605026,4331,3
1217914,374919,24
982836,4092,16
6925433,4,1
103448,345,9
4732999,402797,10
252623,2795,4
6991,886,26
489,10634,16
446,8861,13
149939,54,1
477117,612,5
188312,22604,3
4464617,1774,0
1038593,5,0
4417332,394,0
7133577,571,0
7133579,340,0
13072,16535,26
6653214,1,106
162192,666,12
5416030,1776,3
257668,419,5
70673,26847,91
10966,1045,5
76856,33462,10
17000,235272,18
472124,97,2
150144,247,3
4254908,342,1
5638676,758,2
7609304,26,6
7799342,397,2
7540,349,22
76884,395642,13
1400,28474,14
4041028,14372,7
7842726,193,1
260820,26833,37
5009200,970,20
1456003,1045,5
1488378,692,11
83434,6435,11
308830,1513,7
372639,8520,15
4990175,1525,4
160997,82636,14
87813,858,4
4413985,15241,7
8419478,3,1
94856,7154,28
1931331,4853,17
4899916,16,10
6884407,48,5
4542822,61620,6
13717,110,0
13050,2606,4
4537432,15167,5
4450096,2527,6
8646036,8,2
5826,874,8
582832,3713,20
8115211,991,6
4538697,564,7
310197,4435,7
8825800,169,0
8421974,68,2
1057598,9771,5
4304750,7,0
1417815,2,6
1670880,112,0
4259495,2,1
1671891,0,0
1669346,5,1
1652760,1,1
1201772,1,2
1655419,0,0
1280423,103,2
4262485,0,0
1420452,16,2
5488716,35,2
8986724,0,0
5436755,1,7
1672688,0,0
1648772,1,0
1670975,1,2
1670887,3,1
1671948,0,0
8986722,0,0
8149376,84,0
4644949,109,9
2939171,759,12
1685643,1,0
8797258,307,8
9135106,5,12
9237540,304,4
10696,8599,23
321770,3326,5
351013,2812,29
300266,2916,2
54713,730,72
9589518,18,0
1175774,2175,2
1243212,474,18
9621940,27,1
1479842,3885,3
5403259,35,4
202267,203,4
16462,32,25
9910644,8,3
9353366,659,1
10052080,566,1
79659,2509,19
441447,91646,23
6790755,301,2
10085242,100,3
5384533,4443,7
10115896,0,1
265175,112160,13
7159202,0,0
5946864,5737,11
10168018,329,1
7923178,260,7
7463460,71,3
174344,3881,30
362,39697,1
4853752,267,7
10142372,273,2
377961,5880,10
10253756,71,1
10254028,24,1
4986093,78892,9
1666391,2473,77
10303614,656,0
10303616,2,0
5150881,128,0
10303618,66,0
1277633,462,3
143932,1086,4
10086170,4153,8
5522772,442,3
7483302,11773,22
5541610,0,3
9445642,24710,8
5596221,1090,6
408740,256,7
10510349,43,1
10528163,4,1
7004075,203720,5
4979472,29889,12
5336701,419,1
463548,1887,27
7199184,24,2
7656768,3,4
5067271,622,1
7665726,73,3
6229,20407,13
4717605,1096,5
70842,1715,3
66501,26635,109
4874242,381,7
184156,1407,22
5121135,4093,9
795671,2058,8
1575953,6169,0
4234124,306,17
158704,234,6
2931241,6778,6
297276,17281,15
392952,11699,22
4016790,119,3
369657,11875,8
9687688,6685,7
5364759,684,7
11090148,3,1
8222242,352,10
1641705,19277,11
244984,89,7
9119162,4,6
9229688,3,0
7196368,58021,81
6114636,37,3
4706534,41,11
6093962,0,9
4335632,1,35
4236491,1166,8
5983048,16609,17
2181,21567,14
4956998,13169,7
4890453,0,1
1154599,14303,7
179772,179,10
11272124,15,1
11272122,13,1
242838,520,10
5452348,721,22
16937,38522,8
241539,12243,26
71446,5145,445
68632,4234,6
70075,102091,82
4346957,1317,0
492,17184,75
71259,1635,9
15581,3175,17
1450,1051975,41
66014,7160,190
74284,725,0
201448,891,5
74545,315,7
13281,747,21
5865114,89,0
6164,5027,6
78466,73556,42
193311,24,0
4657,12554,12
6333,1613,1
3134,456853,32
198495,47,1
74304,2144,3
56142,1832,11
99305,89482,22
6935,1734,7
143995,4065,3
3375,17728,15
1543,7699,7
144228,11071,8
12049,24099,3
13916,29327,15
78047,3934,34
198661,1405,1
12263,538,10
1528487,0,0
4125422,1,0
161733,54,4
14015,114096,1
190645,8652,6
3221,37197,21
1336,34603,10
244594,126,4
1002908,7,7
343271,268,1
2712,8488,19
3132,7347,21
1484260,2225,0
11304,870,129
1507013,6,0
1320,46378,23
211371,1945,3
214966,77,19
116864,2862,25
246221,4013,6
55087,259,9
254258,1843,2
264428,63,1
2982,20554,5
267081,829,1
89897,4,0
89889,38,0
89900,144,1
133308,27,6
276,46640,27
67894,2162,29
284859,376,5
256790,396,146
300296,4614,3
303637,1810,1
304004,76,1
56307,67,2
337511,339,4
16681,3569,27
4459,1326,2
364551,5457,5
211291,3596,27
1104743,8471,18
70359,1945,2
3747421,16684,25
460231,30,1
16445,7516,7
397978,17010,5
370919,273,3
272414,369,1
153110,5054,8
604108,15,2
2127,971814,24
335809,0,10
187571,9876,12
883710,34,1
737,212213,20
1016411,2794,0
13248,9909,12
3864,150277,11
114939,1279,3
215433,243,20
1069624,643,0
12391,2339,9
1184645,35,0
1197423,136,3
667198,544,7
14,1245812,36
1239606,15,1
1242500,23,6
455109,790,22
63760,22,6
61331,17449,31
7075633,1,2
64663,1454,12
4659579,94402,7
1273492,444,1
13980,244,4
359149,288,2
1267734,1,5
101845,114,4
1322353,76,4
596792,167,7
10819,42,3
583,136882,21
258355,2536,7
246121,3122,13
1375015,966,1
1012747,48054,5
1389613,3,5
457467,366,4
1862,155639,8
70172,3353,261
1364598,0,0
1416512,3,0
1416513,157,2
353308,82,2
11472,33859,491
305348,1387,5
1447953,213,1
505026,1315,6
57993,443,39
1423308,19,1
7238,2886,9
633623,1204,1
1624365,15,0
1640417,0,1
55803,164,46
281856,59,1
11663,56,0
1474727,13,1
252118,592,4
392162,23314,7
86799,972,87
1128581,156,3
113194,2207,9
1946151,81,1
12365,361,1
1700844,45,4
1946171,31,0
1946161,73,1
1671767,84715,14
347673,8250,5
1412045,19459,11
277732,1272,8
474627,11,2
983840,1489,5
2996731,408,1
393826,2514,21
182012,582,47
364225,7022,4
3221081,0,0
134755,708,5
1678249,1487414,16
1616371,305540,20
4008031,29,0
1315400,610685,19
10637,2733,11
4035403,729,2
298562,26029,28
3703,6641,15
4048274,411,3
4310404,270,5
1654290,1619,17
1210141,2314,38
74673,8222,67
903580,4795,8
1385842,1036,6
4499067,592,1
2388,136445,30
15415,2107,15
255503,510,16
63905,1063,9
1011232,52,32
2590531,7,9
469469,6003,9
995604,2,1
414252,340,6
4069402,1732,3
396882,9645,5
184191,275,2
4512751,256,1
4529010,0,1
4529013,1,0
4529012,5,0
4529014,5,0
4529011,13,0
499341,9325,82
94825,9366,11
1389120,18536,10
1202772,1230,1
57519,7423,402
4644791,55,0
191609,160,32
1236978,2666,43
1058992,106,2
4699180,6,2
4744924,88,1
180460,33292,62
86670,6093,44
4799174,177,0
292931,1976,8
4808646,16,0
1679858,474,2
4851671,7,20
313309,19022,23
307300,10535,13
454219,102,27
1033820,912,5
4739337,50,2
8137,8613,5
11041,2733,2
61519,482,17
252982,10823,14
242019,24244,35
1239199,726,4
437174,3669,38
132600,1117,60
5202403,0,1
5226491,116,1
1479407,1043,0
6805,1082,7
5321375,510,0
58087,254,3
4704479,3472,6
992223,143,3
4661893,11,4
545802,2405,3
538459,947,5
5464630,1152,3
96895,129,6
5483104,892,0
4333887,300455,19
1518776,303,7
68207,8836,12
5506707,109547,3
5316226,1941,2
362386,25360,13
5649142,69,0
1101503,5,30
894777,361,11
1461917,29723,8
5798901,31,1
5622714,528,4
5800501,3,2
4607,1017571,22
4077653,734,5
5545716,228,5
58772,18858,10
91987,951,7
1061,9784,5
5945140,55,1
5453743,150,7
406061,4637,6
2058611,958,12
3172501,182,6
5332761,1051,5
172986,19,1
639891,790,5
398771,39459,12
3182771,338,1
2066,24485,34
1667714,1,5
467893,35883,39
247848,398,24
5838712,2,2
1034303,448,7
6518643,1419,4
4019670,15775,3
1424846,8065,1
1219587,2181,1
1219584,337,5
75067,2827,5
6825,3032,4
7782,8387,34
1495400,1337,7
6953519,363,0
1204534,8553,12
610406,18509,8
6438,905,37
1150539,14868,11
15381,3866,4
1662884,2357,6
907,8170,53
4658553,1964,8
186134,15702,0
161204,742,8
1051958,220,16
5496804,865,6
1436655,2763,10
1339,8907,104
1502502,299,3
5579013,6154,3
4740800,2367,11
5745614,12,4
995691,112,0
5469344,104,0
5890848,0,0
7184354,83,499
3435,65772,10
303655,4189,148
5649718,1430,8
4031354,5678,4
90017,473,2
266514,25213,6
275306,16331,29
398498,15078,13
4135055,397,2
4845967,670,6
518001,25571,19
823987,19768,13
7810200,149,0
4648601,31,0
7493168,187,0
377872,102,12
7505720,149,0
77424,1294,26
7505716,1,0
2480541,2,1
874898,122,6
322324,2095,11
4072130,46,2
5876655,54,0
1158689,17233,5
4040351,6753,12
465579,185,19
15750,12093,3
95214,1372,18
4079665,22,5
5032884,483,13
5079380,72,7
358451,100,5
5653165,2,0
8548,206136,31
5597921,52,4
8009,38984,15
81218,13102,9
5233,7070,22
4377,12174,28
392177,317,1
336224,773,19
2302251,14032,1
259669,1219,13
8599360,6996,5
4039988,3096,3
5301734,100,5
65585,440,2
8628590,21,0
1297649,3,2
5227158,2506,16
1564446,85,4
4698748,363124,18
8750866,67,1
8744578,78,2
8787968,29,17
5312909,15120,9
394019,2193,15
1201,432070,14
74350,59,9
1655320,1814,10
8975392,371,1
291211,907,19
8636,634,21
398592,112,8
1120823,697,5
476468,418,2
876237,793,3
1422,31358,16
9206970,1496,16
2299771,8572,6
282346,6,1
100301,2014,4
5345,2023,26
167307,243,9
6449,213,0
8780680,78,2
4549530,1877,6
1090,36340,60
56085,494,7
181127,3369,8
396485,27740,15
69449,2743,11
64733,1692,100
171630,740,4
99729,2200,24
380734,3725,21
9616808,45,0
5296616,3062,8
9892194,47,2
344044,71292,3
9925098,60,3
10233052,659,28
168126,30429,53
1676764,2410,2
4137945,1736,5
181691,2186,4
5532974,43,20
8777152,32,4
4808909,2894,3
423400,658,9
1406209,111,11
4322213,13290,3
9145698,50,3
4919855,1999,7
8842320,1395,5
9663658,60,2
4396772,741,1
4044787,371661,25
64350,6453,32
10171082,0,0
5826758,20,44
163298,2629,4
1154382,2,1
10263660,3,0
10715351,38,0
580,197863,21
243238,174,4
992008,237,14
157399,339,11
10303252,7,0
1448687,124,1
5468128,54,1
10334384,1,0
10303250,7,0
10334382,5,0
1666140,133,1
10334378,16,0
4325844,1249,3
1030815,3608,6
274787,670,42
9967644,5,0
10357388,11,0
9522380,560,1
10453275,1677,2
9633400,31,5
10572233,50,1
365060,264,7
6646688,3008,5
1351149,3298,165
4486000,180,2
9735230,194,5
10718489,31,1
364262,130100,13
519027,79,2
4115490,1374,22
5172238,75,1
1433784,1287,13
184735,93,10
4314899,14,2
7541,141305,38
6666336,1641,10
5873134,21,1
10877418,110706,2
4631979,64,29
11035590,36,2
90129,47238,13
5564476,4330,6
145313,1016,23
1620998,3416,15
391823,1473,17
5831586,248,1
125630,7,0
4520029,70,5
7809062,25002,5
4814134,77138,14
5111757,38881,7
432378,6173,16
203677,1668,3
1078812,433208,20
10608375,53,3
54244,966,5
7539,1489,3
64838,1584,4
71129,17481,147
71646,1784,36
5754,5050,14
64997,10785,16
3314,40637,23
207477,340,45
1502,229,0
308304,106561,10
4224,11319,8
8295,1016,6
13285,8282,4
1195170,272,3
4127468,526,0
454515,42,0
99320,341,10
101927,1716,59
115851,1846,6
102356,86,1
124652,2160,25
125876,132,1
4619,19973,4
78679,2426,5
3937,46764,19
16701,3125,20
135232,1835,3
133741,117744,52
81102,3716,4
16194,7087,10
6261,172,56
199304,417,0
7906,26054,18
199302,165,8
199303,29,0
199306,36,0
199301,87,0
7871,42335,18
146729,759,8
148323,160,6
87634,4812,9
7175,9178,32
391,162932,11
152563,1046,0
163577,97,40
1195005,44,0
199082,14,3
8681,5160,17
87910,390,4
1479496,490,0
1484879,71,0
5115,9345,394
16177,5774,9
211364,519,5
68304,1813,3
255206,463,1
90860,1075,60
65683,25443,107
132842,9880,5
297138,1370,7
303944,328,6
257028,2620,17
310819,5,1
94221,104564,475
93170,767,487
6800,794,8
7984,4502,38
10512,7877,4
7000,6196,6
7119,2850,9
166211,1034,6
11702,628,3
14388,23224,48
71398,2314,21
516215,481,1
5687,679,1
1530,2920,11
844,7128,1
71609,451,2
506604,726,6
5618588,2,2
251805,11784,21
1981,1654237,10
2544,367292,11
484449,781,0
2873,26915,10
1739,3573,10
4188593,14,0
1273,1786,10
405995,33059,33
6052,5683,18
252759,59609,21
260111,478,7
9253,9100,20
1211127,172,0
339672,37,10
1120957,12674,5
1215418,26,0
1211140,82,1
1215414,46,0
1215417,26,0
331634,267,15
1196218,134,3
9638,2442,1
1252123,88862,5
308854,2077,0
145088,1082,4
1598694,41,0
190537,35,3
211301,8086,7
1429,16094,2
10490,11376,10
354705,1552,3
148905,4276,12
343839,124,0
1365304,294,6
10954,7273,24
11218,978,36
4731172,209,0
12474,3908,9
14633,1528,6
11142,5661,15
80390,7746,43
246608,17950,13
1457899,8252,0
1199951,3535,17
1252358,42,1
1496678,21,33
182287,1325,16
1598809,3,0
306282,8,21
884148,10,1
757,58590,16
1665384,38,1
9519,4115,13
364988,135,6
188981,114,3
360002,7589,11
211236,3628,23
359972,37360,23
308658,536,4
392745,643,7
16539,2552,21
74295,8916,13
1654691,2,67
8052,8322,22
160009,402,6
6997,1058,31
1082075,796,9
242289,20,37
470018,38879,12
114930,20395,11
810356,682,128
2814561,9193,144
1366674,3,1
616150,72,12
4040867,8807,1
1625941,1538,389
4048701,703,0
639,66415,23
1382166,66907,4
1671769,7918,21
196302,81,5
372636,6519,13
5173,8917,41
4183253,202,14
200101,222,3
2654951,99,1
2656861,22,1
194168,58,4
8786,14537,19
2465541,552,2
4400693,5256,2
75470,2742,8
62596,1,0
270964,3273,15
975,1468,23
4523467,1537,3
794040,1323,16
4545403,478,17
3048,256078,19
1270049,71,4
3583591,239083,13
4065418,45,2
67551,1762,50
1045458,6035,4
1117891,1164,415
4686103,553,0
4686104,317,0
322524,13,1
4771498,620,5
4803477,408,4
296607,2160,1
4834682,157,0
73929,842,3
204370,2842,1
2492461,29,13
378313,214855,295
422121,3363,5
1585158,0,0
416097,2409,5
1710708,17,31
1347955,117,5
1452884,3853,6
5099818,29,0
1999401,2017,5
5050563,349,89
520031,1987,7
195383,132795,13
114569,51,53
393104,19351,13
1118914,2426,13
347452,275,11
76173,3647,47
1658479,36,16
5355176,93,1
56796,21119,247
4606399,19895,10
72374,5625,24
17331,52696,12
5445686,193,2
1283745,7151,12
92953,22863,4
5507811,456,5
1419410,40344,13
5438621,36,2
67712,4788,4
926,181541,14
3830921,95,1
10761,48849,8
5589866,15577,2
5608612,1450,2
4065737,2,11
555072,2188,9
802068,138910,83
469557,3744,11
4324611,1183,13
56270,68,8
3256041,167,6
80722,435,6
3447651,266,5
10731844,1,2
1006688,4304,12
1656026,7679,11
4719196,40,123
58829,1859,18
1660821,1864,5
6223594,434,1
4545406,1266,19
4547629,18,1
265084,62631,17
6287562,2493,3
82041,113,32
1040345,39377,8
555589,1680,6
5163196,101,3
4444294,859,3
414636,9403,21
74000,172,3
4787599,2222,10
3662511,2070,14
1438958,1450,7
7149685,473,2
5367423,43,5
5430395,116,1
6911835,5,0
7208424,0,0
251440,7906,8
6981053,52,18
1436569,34416,15
9700,93,3
326153,6692,5
471208,24330,0
7415098,39,1
5937204,938,6
3792751,1434,2
153630,2129,4
4432269,1336,3
159864,1587,4
1385546,35,0
5463220,745,8
5511136,356,2
56090,344,5
7765128,48710,3
4746265,625,2
106202,2352,5
5614161,26,1
11148,287,13
2187451,81,12
5331507,39,2
1447679,47,2
259557,46,1
5097223,2546,3
7888252,339,1
7911250,10,0
6530,2817,9
4985,13623,36
5315082,243,5
4330453,2819,21
987922,165,7
1429757,33,21
1668560,732,5
7384518,27,20
5522244,15,5
1275175,14031,39
517430,500,9
7698130,1889,3
7458904,0,1
292296,5938,13
4542739,26,0
1328643,5,0
2442,7676,15
7771706,415,5
8788418,60,1
161669,623,23
1508469,272,10
4605448,37,1
7573150,6,17
7187952,1260,11
253986,1300,18
5823485,138,5
5205342,72,8
437925,1292,10
277680,397,15
311007,1798,5
3351511,44,1
9210076,436,6
9220096,1,0
4660538,8,0
147485,1156,20
1221621,62,1
8341312,77,4
4485983,128,5
2579171,1084,5
805138,412,9
103229,61,14
9627956,1209,1
13840,5328,9
982692,546,23
413459,186,7
1312223,1887,19
9357132,46,2
5490437,2206,3
4051871,203,8
7918850,947,6
7960308,638,7
7959792,293,8
9281150,102,15
5265624,3613,8
391945,48543,28
7451354,1185,9
4784147,154,1
6908267,63,5
5514910,2292,2
10066790,26368,2
6065,144680,17
5429,24604,158
4424783,961,5
5503692,166,4
5620247,8171,9
1207338,502,20
1419878,116,18
57290,88,12
10161196,458,1
1195584,3775,5
7355922,256,7
10478491,66,2
4509132,3000,8
1829811,882,11
3630391,1927,6
9806146,922,0
5757260,1550,7
7995536,45132,8
5330972,129,9
12818,17386,77
9700942,335,6
464661,2715,3
5246621,27872,12
253249,36425,36
10786076,1,1
10017634,81,8
4031458,2749,5
482715,167,11
5629063,418,16
10499503,139,1
336412,2400,16
196875,3377,5
1155931,725,8
1270782,144,15
167615,1213,10
1539250,470,6
3621331,4634,7
11095400,4,1
7356768,129,23
5596245,1827,22
5003677,55,12
11172460,20,2
2806,7879,5
10704,24681,13
5449609,147,24
1593626,183,2
211454,2978,8
65023,8451,85
4197211,31895,88
5584,50825,29
68908,278,9
1431681,9,34
10602925,57,11
1444,247047,44
5095659,1068,8
11384774,0,3
4428496,12,4
4679081,2093,6
5322400,12061,14
55055,311,15
6279310,3,1
57697,187,7
7589,1128,2
7360,6788,19
5992850,3,0
148,3680,11
11195,829,3
64982,57,3
6889,24488,7
5576,234544,23
72,69374,6
1071,143587,44
15370,101457,55
5457446,853,0
286,8555,21
12119,11137,18
3897,1347,5
5924,9037,8
75214,8481,6
75607,38,0
75943,1954,8
88943,145,2
75496,8862,4
2302,5802,9
14489,1991,1
3142,12678,26
97882,451,1
1403478,16,12
73958,41,92
106421,163,49
115009,76,40
99076,602,137
74094,3827,0
110520,480,0
14707,17716,10
4423213,12,0
167089,24,0
4423210,14,0
397,80985,16
113611,199,1
99672,80,7
101554,511,15
10759,13,1
5333,30305,35
2845,4239,15
134205,1586,10
10849,5729,0
9232,869,63
12809,152905,9
1193,21292,8
301777,165,4
154569,413,4
93630,6550,97
12032,463,0
169517,170,0
180261,10,0
2035901,1,1
493712,3767,21
363805,153,91
1505182,69,0
1485717,29,0
1100824,20,1
4559372,50,0
1486532,13,3
1486533,58,0
177341,36,0
304372,64,9
211393,213927,13
122996,5022,18
126001,1582,3
14353,26616,15
2496,46466,39
70342,46028,25
1378,3287,28
8467,742,3
244698,51799,21
73510,5503,32
288527,21,2
294217,608,1
103411,482,12
314634,23014,11
